motif_id	tf_name	tf_class	tf_family	tf_subfamily
SP1_MA0079.5	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP1_SP1_HUMAN.H11MO.0.A	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP2_M07932_2.00	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP2_M08092_2.00	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP2_M08326_2.00	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP2_MA0516.3	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP2_SP2_HUMAN.H11MO.0.A	SP2	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP3_SP3_HUMAN.H11MO.0.B	SP3	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP4_M08296_2.00	SP4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP4_MA0685.2	SP4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP4_SP4_HUMAN.H11MO.0.A	SP4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SPI1_M07944_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPI1_M07945_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPI1_M07946_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPI1_M08026_2.00	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPI1_SPI1_HUMAN.H11MO.0.A	SPI1	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPIB_MA0081.2	SPIB	tryptophan cluster factors	Ets-related factors	Spi-like factors
SPIB_SPIB_HUMAN.H11MO.0.A	SPIB	tryptophan cluster factors	Ets-related factors	Spi-like factors
SRBP1_SRBP1_HUMAN.H11MO.0.A	SRBP1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SRBP2_SRBP2_HUMAN.H11MO.0.B	SRBP2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SREBF1_M08048_2.00	SREBF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SREBF1_MA0595.1	SREBF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SREBF1_MA0829.2	SREBF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SREBF2_M08059_2.00	SREBF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SREBF2_MA0596.1	SREBF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	SREBP factors
SRF_M07981_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	N/A
SRF_M07982_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	N/A
SRF_M07983_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	N/A
SRF_M07984_2.00	SRF	MADS box factors	responders to external signals (SRF/RLM1)	N/A
SRF_SRF_HUMAN.H11MO.0.A	SRF	MADS box factors	responders to external signals (SRF/RLM1)	N/A
SRY_SRY_HUMAN.H11MO.0.B	SRY	high-mobility group (HMG) domain factors	SOX-related factors	group A
STA5A_STA5A_HUMAN.H11MO.0.A	STA5A	STAT domain factors	STAT factors	N/A
STA5B_STA5B_HUMAN.H11MO.0.A	STA5B	STAT domain factors	STAT factors	N/A
STAT1_M08013_2.00	STAT1	STAT domain factors	STAT factors	N/A
STAT1_M08014_2.00	STAT1	STAT domain factors	STAT factors	N/A
STAT1_M08171_2.00	STAT1	STAT domain factors	STAT factors	N/A
STAT1_M08229_2.00	STAT1	STAT domain factors	STAT factors	N/A
STAT1_M08230_2.00	STAT1	STAT domain factors	STAT factors	N/A
STAT1_MA0137.3	STAT1	STAT domain factors	STAT factors	N/A
STAT1_STAT1_HUMAN.H11MO.0.A	STAT1	STAT domain factors	STAT factors	N/A
STAT1STAT2_MA0517.1	STAT1STAT2	STAT domain factors	STAT factors	N/A
STAT2_M08019_2.00	STAT2	STAT domain factors	STAT factors	N/A
STAT2_STAT2_HUMAN.H11MO.0.A	STAT2	STAT domain factors	STAT factors	N/A
STAT3_M08015_2.00	STAT3	STAT domain factors	STAT factors	N/A
STAT3_M08016_2.00	STAT3	STAT domain factors	STAT factors	N/A
STAT3_M08017_2.00	STAT3	STAT domain factors	STAT factors	N/A
STAT3_M08018_2.00	STAT3	STAT domain factors	STAT factors	N/A
STAT3_M08172_2.00	STAT3	STAT domain factors	STAT factors	N/A
STAT3_MA0144.2	STAT3	STAT domain factors	STAT factors	N/A
STAT3_STAT3_HUMAN.H11MO.0.A	STAT3	STAT domain factors	STAT factors	N/A
STAT4_STAT4_HUMAN.H11MO.0.A	STAT4	STAT domain factors	STAT factors	N/A
STAT6_STAT6_HUMAN.H11MO.0.B	STAT6	STAT domain factors	STAT factors	N/A
STF1_STF1_HUMAN.H11MO.0.B	STF1	nuclear receptors with C4 zinc fingers	FTZ-F1-related receptors (NR5)	N/A
SUH_SUH_HUMAN.H11MO.0.A	SUH	Rel homology region (RHR) factors	CSL-related factors	M
TAF1_TAF1_HUMAN.H11MO.0.A	TAF1	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
TAL1_TAL1_HUMAN.H11MO.0.A	TAL1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Tal/HEN-like factors
TBP_M08231_2.00	TBP	TATA-binding proteins	TBP-related factors	N/A
TBP_TBP_HUMAN.H11MO.0.A	TBP	TATA-binding proteins	TBP-related factors	N/A
TBX21_TBX21_HUMAN.H11MO.0.A	TBX21	T-Box factors	TBrain-related factors	N/A
TBX3_TBX3_HUMAN.H11MO.0.C	TBX3	T-Box factors	TBX2-related factors	N/A
TCF12_M07805_2.00	TCF12	basic helix-loop-helix (bHLH) factors	E2A-related factors	N/A
TCF12_M07806_2.00	TCF12	basic helix-loop-helix (bHLH) factors	E2A-related factors	N/A
TCF12_MA1648.1	TCF12	basic helix-loop-helix (bHLH) factors	E2A-related factors	N/A
TCF3_MA0522.3	TCF3	basic helix-loop-helix (bHLH) factors	E2A-related factors	N/A
TCF4_MA0830.2	TCF4	basic helix-loop-helix (bHLH) factors	E2A-related factors	N/A
TCF7_MA0769.2	TCF7	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
TCF7_TCF7_HUMAN.H11MO.0.A	TCF7	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
TCF7L2_M08167_2.00	TCF7L2	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
TCF7L2_MA0523.1	TCF7L2	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
TEAD1_MA0090.3	TEAD1	TEA domain factors	TEF-1-related factors	N/A
TEAD1_TEAD1_HUMAN.H11MO.0.A	TEAD1	TEA domain factors	TEF-1-related factors	N/A
TEAD2_M08175_2.00	TEAD2	TEA domain factors	TEF-1-related factors	N/A
TEAD2_MA1121.1	TEAD2	TEA domain factors	TEF-1-related factors	N/A
TEAD4_MA0809.2	TEAD4	TEA domain factors	TEF-1-related factors	N/A
TEAD4_TEAD4_HUMAN.H11MO.0.A	TEAD4	TEA domain factors	TEF-1-related factors	N/A
TF65_TF65_HUMAN.H11MO.0.A	TF65	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
TF7L1_TF7L1_HUMAN.H11MO.0.B	TF7L1	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
TF7L2_TF7L2_HUMAN.H11MO.0.A	TF7L2	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
TFAP2A_M07784_2.00	TFAP2A	basic helix-span-helix factors (bHSH)	AP-2	N/A
TFAP2A_MA0003.4	TFAP2A	basic helix-span-helix factors (bHSH)	AP-2	N/A
TFAP2C_M07783_2.00	TFAP2C	basic helix-span-helix factors (bHSH)	AP-2	N/A
TFAP2C_MA0814.2	TFAP2C	basic helix-span-helix factors (bHSH)	AP-2	N/A
TFAP4_TFAP4_HUMAN.H11MO.0.A	TFAP4	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	AP-4
TFDP1_M08108_2.00	TFDP1	forkhead/winged helix factors	E2F-related factors	Dp-1
TFDP1_MA1122.1	TFDP1	forkhead/winged helix factors	E2F-related factors	Dp-1
TFDP1_TFDP1_HUMAN.H11MO.0.C	TFDP1	forkhead/winged helix factors	E2F-related factors	Dp-1
TFE2_TFE2_HUMAN.H11MO.0.A	TFE2	basic helix-loop-helix factors (bHLH)	E2A-related factors	N/A
TFE3_TFE3_HUMAN.H11MO.0.B	TFE3	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	TFE3-like factors
TFEB_TFEB_HUMAN.H11MO.0.C	TFEB	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	TFE3-like factors
TGIF1_TGIF1_HUMAN.H11MO.0.A	TGIF1	homeo domain factors	TALE-type homeo domain factors	TGIF
THA_THA_HUMAN.H11MO.0.C	THA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	thyroid hormone receptors (NR1A)
THA11_THA11_HUMAN.H11MO.0.B	THA11	C2CH THAP-type zinc finger factors	THAP-related factors	N/A
THAP1_M08020_2.00	THAP1	C2CH THAP-type zinc finger factors	THAP-related factors	N/A
THAP1_M08176_2.00	THAP1	C2CH THAP-type zinc finger factors	THAP-related factors	N/A
THAP1_THAP1_HUMAN.H11MO.0.C	THAP1	C2CH THAP-type zinc finger factors	THAP-related factors	N/A
THB_THB_HUMAN.H11MO.0.C	THB	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	thyroid hormone receptors (NR1A)
TP73_M08035_2.00	TP73	p53 domain factors	p53-related factors	N/A
TP73_M08036_2.00	TP73	p53 domain factors	p53-related factors	N/A
TP73_M08037_2.00	TP73	p53 domain factors	p53-related factors	N/A
TWIST1_M08052_2.00	TWIST1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
TWIST1_MA1123.2	TWIST1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
TWST1_TWST1_HUMAN.H11MO.0.A	TWST1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
TYY1_TYY1_HUMAN.H11MO.0.A	TYY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
USF1_M07807_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_M07808_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_M07809_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_M07810_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_M07811_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_M08056_2.00	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_MA0093.3	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF1_USF1_HUMAN.H11MO.0.A	USF1	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_M07785_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_M07786_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_M07787_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_M07788_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_M07789_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_M08050_2.00	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
USF2_USF2_HUMAN.H11MO.0.A	USF2	basic helix-loop-helix (bHLH)	bHLH-ZIP factors	USF factors
VDR_VDR_HUMAN.H11MO.0.A	VDR	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	vitamin D receptor (NR1I)
VEZF1_VEZF1_HUMAN.H11MO.0.C	VEZF1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
WT1_WT1_HUMAN.H11MO.0.C	WT1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
YY1_M07855_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M07856_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M07857_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M07858_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M07859_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M07860_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M07861_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M08085_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M08237_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY1_M08288_2.00	YY1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
YY2_MA0748.2	YY2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
Z324A_Z324A_HUMAN.H11MO.0.C	Z324A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF324 factors
Z354A_Z354A_HUMAN.H11MO.0.C	Z354A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF354A-like factors
ZBT14_ZBT14_HUMAN.H11MO.0.C	ZBT14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZBT17_ZBT17_HUMAN.H11MO.0.A	ZBT17	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZBT18_ZBT18_HUMAN.H11MO.0.C	ZBT18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
ZBT48_ZBT48_HUMAN.H11MO.0.C	ZBT48	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZBT7A_ZBT7A_HUMAN.H11MO.0.A	ZBT7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
ZBTB12_M08269_2.00	ZBTB12	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB12_M08389_2.00	ZBTB12	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB12_MA1649.1	ZBTB12	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB14_M08387_2.00	ZBTB14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZBTB14_MA1650.1	ZBTB14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZBTB18_M08257_2.00	ZBTB18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
ZBTB18_M08350_2.00	ZBTB18	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
ZBTB26_M08340_2.00	ZBTB26	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB26_MA1579.1	ZBTB26	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB33_M08094_2.00	ZBTB33	C2H2 zinc finger factors	other factors with up to three adjacent zinc fingers	factors with 2-3 adjacent zinc fingers and a BTB/POZ domain
ZBTB33_MA0527.1	ZBTB33	C2H2 zinc finger factors	other factors with up to three adjacent zinc fingers	factors with 2-3 adjacent zinc fingers and a BTB/POZ domain
ZBTB42_M08351_2.00	ZBTB42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF238-like factors
ZBTB48_M08391_2.00	ZBTB48	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZBTB6_M08364_2.00	ZBTB6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB6_MA1581.1	ZBTB6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB6_ZBTB6_HUMAN.H11MO.0.C	ZBTB6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB6-like factors
ZBTB7A_M07937_2.00	ZBTB7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
ZBTB7A_M08095_2.00	ZBTB7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
ZBTB7A_MA0750.2	ZBTB7A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZBTB7 factors
ZEB1_M07842_2.00	ZEB1	homeo domain factors	HD-ZF factors	ZEB
ZEB1_M08080_2.00	ZEB1	homeo domain factors	HD-ZF factors	ZEB
ZEB1_M08190_2.00	ZEB1	homeo domain factors	HD-ZF factors	ZEB
ZEB1_MA0103.3	ZEB1	homeo domain factors	HD-ZF factors	ZEB
ZEB1_ZEB1_HUMAN.H11MO.0.A	ZEB1	homeo domain factors	HD-ZF factors	ZEB
ZFP1_M07670_2.00	ZFP1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFP14_M07592_2.00	ZFP14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
ZFP14_MA1972.1	ZFP14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
ZFP28_M08378_2.00	ZFP28	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFP28_ZFP28_HUMAN.H11MO.0.C	ZFP28	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFP3_M08258_2.00	ZFP3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFP3_M08355_2.00	ZFP3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFP42_M08348_2.00	ZFP42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
ZFP42_MA1651.1	ZFP42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
ZFP42_ZFP42_HUMAN.H11MO.0.A	ZFP42	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	YY1-like factors
ZFP57_M07756_2.00	ZFP57	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZFP57_MA1583.1	ZFP57	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZFP64_M08275_2.00	ZFP64	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFP69_M07686_2.00	ZFP69	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF642-like factors
ZFP69B_M07685_2.00	ZFP69B	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF642-like factors
ZFP82_M08356_2.00	ZFP82	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
ZFP82_ZFP82_HUMAN.H11MO.0.C	ZFP82	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFP30-like factors
ZFP90_M07672_2.00	ZFP90	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZFX_ZFX_HUMAN.H11MO.0.A	ZFX	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZFX/ZFY factors
ZIC1_ZIC1_HUMAN.H11MO.0.B	ZIC1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
ZIC2_M08233_2.00	ZIC2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
ZIC3_ZIC3_HUMAN.H11MO.0.B	ZIC3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
ZIK1_M07633_2.00	ZIK1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF32-like factors
ZIM2_M07779_2.00	ZIM2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZIM3_M07591_2.00	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZIM3_M08312_2.00	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZIM3_MA1709.1	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZIM3_ZIM3_HUMAN.H11MO.0.C	ZIM3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZKSC1_ZKSC1_HUMAN.H11MO.0.B	ZKSC1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
ZKSCAN1_MA1585.1	ZKSCAN1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
ZKSCAN2_M07562_2.00	ZKSCAN2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF500-like factors
ZKSCAN3_M07696_2.00	ZKSCAN3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZKSCAN3-like factors
ZKSCAN5_M07709_2.00	ZKSCAN5	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZKSCAN5_MA1652.1	ZKSCAN5	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN121_ZN121_HUMAN.H11MO.0.C	ZN121	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN134_ZN134_HUMAN.H11MO.0.C	ZN134	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers ZNF134-like factors	N/A
ZN136_ZN136_HUMAN.H11MO.0.C	ZN136	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
ZN140_ZN140_HUMAN.H11MO.0.C	ZN140	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF302-like factors
ZN143_ZN143_HUMAN.H11MO.0.A	ZN143	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF76-like factors
ZN214_ZN214_HUMAN.H11MO.0.C	ZN214	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF214-like factors
ZN250_ZN250_HUMAN.H11MO.0.C	ZN250	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN257_ZN257_HUMAN.H11MO.0.C	ZN257	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN260_ZN260_HUMAN.H11MO.0.C	ZN260	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF146-like factors
ZN263_ZN263_HUMAN.H11MO.0.A	ZN263	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN264_ZN264_HUMAN.H11MO.0.C	ZN264	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF460-like factors
ZN274_ZN274_HUMAN.H11MO.0.A	ZN274	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN281_ZN281_HUMAN.H11MO.0.A	ZN281	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF148-like factors
ZN317_ZN317_HUMAN.H11MO.0.C	ZN317	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN320_ZN320_HUMAN.H11MO.0.C	ZN320	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN322_ZN322_HUMAN.H11MO.0.B	ZN322	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF322-like factors
ZN329_ZN329_HUMAN.H11MO.0.C	ZN329	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN331_ZN331_HUMAN.H11MO.0.C	ZN331	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN335_ZN335_HUMAN.H11MO.0.A	ZN335	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN341_ZN341_HUMAN.H11MO.0.C	ZN341	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN350_ZN350_HUMAN.H11MO.0.C	ZN350	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF350-like factors
ZN382_ZN382_HUMAN.H11MO.0.C	ZN382	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF37A-like factors
ZN384_ZN384_HUMAN.H11MO.0.C	ZN384	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF362-like factors
ZN394_ZN394_HUMAN.H11MO.0.C	ZN394	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN418_ZN418_HUMAN.H11MO.0.C	ZN418	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	ZNF417-like factors
ZN436_ZN436_HUMAN.H11MO.0.C	ZN436	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF180-like factors
ZN449_ZN449_HUMAN.H11MO.0.C	ZN449	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN467_ZN467_HUMAN.H11MO.0.C	ZN467	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN490_ZN490_HUMAN.H11MO.0.C	ZN490	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
ZN502_ZN502_HUMAN.H11MO.0.C	ZN502	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN528_ZN528_HUMAN.H11MO.0.C	ZN528	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN547_ZN547_HUMAN.H11MO.0.C	ZN547	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN549_ZN549_HUMAN.H11MO.0.C	ZN549	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN554_ZN554_HUMAN.H11MO.0.C	ZN554	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN563_ZN563_HUMAN.H11MO.0.C	ZN563	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF763-like factors
ZN582_ZN582_HUMAN.H11MO.0.C	ZN582	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN586_ZN586_HUMAN.H11MO.0.C	ZN586	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN667_ZN667_HUMAN.H11MO.0.C	ZN667	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN680_ZN680_HUMAN.H11MO.0.C	ZN680	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN708_ZN708_HUMAN.H11MO.0.C	ZN708	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN768_ZN768_HUMAN.H11MO.0.C	ZN768	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZN770_ZN770_HUMAN.H11MO.0.C	ZN770	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
ZN816_ZN816_HUMAN.H11MO.0.C	ZN816	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF816A-like factors
ZNF10_M07774_2.00	ZNF10	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZNF100_M07715_2.00	ZNF100	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF100-like factors
ZNF101_M07663_2.00	ZNF101	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
